Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TP","Cultures et produits animaux","223","Turquie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","5869","","Donnée officielle"
"TP","Cultures et produits animaux","227","Tuvalu","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","456","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","227","Tuvalu","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","698","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","230","Ukraine","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","55812","","Donnée officielle"
"TP","Cultures et produits animaux","230","Ukraine","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","121750","","Donnée officielle"
"TP","Cultures et produits animaux","234","Uruguay","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","128","","Donnée officielle"
"TP","Cultures et produits animaux","234","Uruguay","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","1459","","Donnée officielle"
"TP","Cultures et produits animaux","155","Vanuatu","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","2318","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","155","Vanuatu","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","3778","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","236","Venezuela (République bolivarienne du)","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","132795","","Donnée officielle"
"TP","Cultures et produits animaux","236","Venezuela (République bolivarienne du)","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","2676","","Donnée officielle"
"TP","Cultures et produits animaux","237","Viet Nam","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","75743","Im","Données de la FAO basées sur une méthodologie d'imputation"
"TP","Cultures et produits animaux","237","Viet Nam","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","159352","Im","Données de la FAO basées sur une méthodologie d'imputation"
"TP","Cultures et produits animaux","249","Yémen","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","55401","","Donnée officielle"
"TP","Cultures et produits animaux","249","Yémen","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","95992","*","Chiffre non officiel"
"TP","Cultures et produits animaux","251","Zambie","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","7088","","Donnée officielle"
"TP","Cultures et produits animaux","251","Zambie","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","10540","","Donnée officielle"
"TP","Cultures et produits animaux","181","Zimbabwe","5610","Importations - Quantité","1058","Viande, volaille","2015","2015","tonnes","7969","","Donnée officielle"
"TP","Cultures et produits animaux","181","Zimbabwe","5610","Importations - Quantité","1058","Viande, volaille","2018","2018","tonnes","3758","","Donnée officielle"
